epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,2492.01,0.37741,0.52461,1.1005,0.99276,1,0.995,0.995,0.16181,0.25215,0.82508,9.67875e-05,9.67875e-05,9.67875e-05
45,2555.78,0.38022,0.52178,1.16368,0.99285,1,0.995,0.98376,0.21309,0.30519,0.91995,9.555e-05,9.555e-05,9.555e-05
46,2609.41,0.37816,0.53497,1.20075,0.99285,1,0.995,0.98376,0.21309,0.30519,0.91995,9.43125e-05,9.43125e-05,9.43125e-05
47,2675.34,0.32931,0.48337,1.13181,0.99298,1,0.995,0.98394,0.21097,0.31205,0.91375,9.3075e-05,9.3075e-05,9.3075e-05
48,2728.24,0.3414,0.51034,1.12892,0.99292,1,0.995,0.98394,0.20893,0.31173,0.90681,9.18375e-05,9.18375e-05,9.18375e-05
49,2786.57,0.39713,0.53044,1.12721,0.99282,1,0.995,0.97055,0.21832,0.32391,1.03379,9.06e-05,9.06e-05,9.06e-05
50,2852.92,0.41012,0.57026,1.17648,0.99286,1,0.995,0.96973,0.22059,0.33085,1.01981,8.93625e-05,8.93625e-05,8.93625e-05
51,2917.51,0.34973,0.50512,1.11492,0.99285,1,0.995,0.98257,0.21737,0.31729,0.93178,8.8125e-05,8.8125e-05,8.8125e-05
52,2974.84,0.38611,0.5417,1.11876,0.99285,1,0.995,0.9827,0.20533,0.31191,0.90845,8.68875e-05,8.68875e-05,8.68875e-05
53,3040.44,0.32435,0.48378,1.11654,0.9927,1,0.995,0.995,0.16994,0.2869,0.84817,8.565e-05,8.565e-05,8.565e-05
54,3106.68,0.37522,0.52326,1.24312,0.9927,1,0.995,0.995,0.16994,0.2869,0.84817,8.44125e-05,8.44125e-05,8.44125e-05
55,3175.89,0.39426,0.57526,1.22481,0.99269,1,0.995,0.995,0.1568,0.28185,0.82078,8.3175e-05,8.3175e-05,8.3175e-05
56,3225.34,0.35454,0.5298,1.12899,0.99269,1,0.995,0.995,0.15395,0.28389,0.8062,8.19375e-05,8.19375e-05,8.19375e-05
