epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,886.285,0.56615,0.48962,1.39971,0.97881,1,0.995,0.995,0.27421,0.41506,1.25153,0.000259905,0.000259905,0.000259905
29,917.18,0.56549,0.526,1.44652,0.97891,1,0.995,0.995,0.21361,0.38566,1.18603,0.00025842,0.00025842,0.00025842
30,947,0.52798,0.4948,1.4574,0.97925,1,0.995,0.995,0.1771,0.38615,1.14239,0.000256935,0.000256935,0.000256935
31,979.224,0.54421,0.5307,1.54461,0.9789,1,0.995,0.995,0.18527,0.38506,1.12977,0.00025545,0.00025545,0.00025545
32,1009.05,0.54611,0.48545,1.38493,0.97924,1,0.995,0.995,0.19725,0.37991,1.125,0.000253965,0.000253965,0.000253965
33,1038.64,0.46705,0.48184,1.35739,0.97921,1,0.995,0.995,0.2219,0.37634,1.13709,0.00025248,0.00025248,0.00025248
34,1068.66,0.48647,0.4461,1.41283,0.97912,1,0.995,0.995,0.24454,0.39513,1.14667,0.000250995,0.000250995,0.000250995
35,1100.12,0.52401,0.47592,1.41725,0.97884,1,0.995,0.995,0.25167,0.40418,1.13259,0.00024951,0.00024951,0.00024951
36,1129.66,0.49156,0.46257,1.37819,0.9794,1,0.995,0.995,0.23899,0.38513,1.12834,0.000248025,0.000248025,0.000248025
37,1159.33,0.50306,0.45295,1.4102,0.97938,1,0.995,0.995,0.22321,0.37323,1.12613,0.00024654,0.00024654,0.00024654
38,1190.57,0.50882,0.44787,1.39401,0.98002,1,0.995,0.995,0.18854,0.34358,1.12281,0.000245055,0.000245055,0.000245055
39,1221.18,0.48374,0.47826,1.36591,0.98027,1,0.995,0.995,0.17492,0.34752,1.13047,0.00024357,0.00024357,0.00024357
40,1251.69,0.56745,0.52979,1.51464,0.98002,1,0.995,0.995,0.17813,0.35315,1.13987,0.000242085,0.000242085,0.000242085
41,1281.56,0.48086,0.44947,1.40925,0.97992,1,0.995,0.995,0.20336,0.37976,1.18061,0.0002406,0.0002406,0.0002406
42,1312.75,0.53127,0.47157,1.42874,0.98019,1,0.995,0.995,0.22809,0.37854,1.21373,0.000239115,0.000239115,0.000239115
43,1342.75,0.52148,0.47666,1.41923,0.9805,1,0.995,0.995,0.23378,0.36225,1.22762,0.00023763,0.00023763,0.00023763
44,1374.19,0.49434,0.42973,1.43484,0.98068,1,0.995,0.995,0.24292,0.36429,1.24165,0.000236145,0.000236145,0.000236145
45,1404.17,0.46298,0.44453,1.44532,0.98082,1,0.995,0.94616,0.28866,0.36025,1.31091,0.00023466,0.00023466,0.00023466
46,1434.16,0.47188,0.45928,1.3956,0.98063,1,0.995,0.89722,0.4722,0.39645,1.60006,0.000233175,0.000233175,0.000233175
47,1464.25,0.45613,0.43736,1.41519,0.98039,1,0.995,0.89722,0.51571,0.40012,1.74326,0.00023169,0.00023169,0.00023169
48,1495.07,0.51848,0.4809,1.46214,0.98071,1,0.995,0.94621,0.50594,0.43832,1.98322,0.000230205,0.000230205,0.000230205
49,1525.34,0.4817,0.4412,1.3713,0.98066,1,0.995,0.89755,0.54587,0.43398,1.94001,0.00022872,0.00022872,0.00022872
50,1555.71,0.47315,0.44915,1.42816,0.98052,1,0.995,0.89783,0.57703,0.41381,1.88756,0.000227235,0.000227235,0.000227235
51,1585.9,0.49187,0.45898,1.39051,0.98065,1,0.995,0.898,0.55938,0.4041,1.85884,0.00022575,0.00022575,0.00022575
52,1616.74,0.46681,0.41412,1.343,0.9807,1,0.995,0.89819,0.51128,0.41351,1.86017,0.000224265,0.000224265,0.000224265
53,1646.51,0.46514,0.42005,1.40606,0.98078,1,0.995,0.8984,0.46054,0.40559,1.90624,0.00022278,0.00022278,0.00022278
54,1675.99,0.48582,0.42917,1.41936,0.98099,1,0.995,0.89819,0.42355,0.32543,1.54651,0.000221295,0.000221295,0.000221295
