epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.802,1.40037,0.99187,1.38549,0.8605,0.88396,0.9775,0.75896,1.24241,1.6606,1.32077,0.0870325,3.25e-05,3.25e-05
2,94.1863,1.25258,0.76552,1.36355,0.61812,0.42857,0.46177,0.313,1.48579,2.71594,1.42699,0.0730669,6.69431e-05,6.69431e-05
3,154.714,1.17853,0.6916,1.23364,1,0.99362,0.995,0.87574,0.85164,0.81312,1.18702,0.0591008,0.000100809,0.000100809
4,224.886,1.25768,0.79415,1.3992,0.98804,1,0.995,0.88244,0.84432,0.56271,1.18248,0.0451341,0.000134097,0.000134097
5,292.816,1.09797,0.65285,1.22532,0.99077,1,0.995,0.8909,0.81062,0.42679,1.07586,0.0311668,0.000166807,0.000166807
6,349.647,1.11086,0.73536,1.14451,0.99128,1,0.995,0.90603,0.68897,0.3671,0.96907,0.0171989,0.000198941,0.000198941
7,419.403,1.09481,0.70679,1.25546,0.99221,1,0.995,0.94173,0.61159,0.34945,0.92437,0.0032305,0.000230496,0.000230496
8,481.963,1.08073,0.73715,1.34667,0.99235,1,0.995,0.95422,0.50414,0.31155,0.86068,0.000235563,0.000235563,0.000235563
9,542.083,1.11136,0.66878,1.17961,0.9927,1,0.995,0.96809,0.4484,0.3052,0.83577,0.0002335,0.0002335,0.0002335
10,598.073,1.06878,0.63209,1.26521,0.99282,1,0.995,0.96927,0.44469,0.31261,0.82649,0.000231438,0.000231438,0.000231438
11,657.894,1.04101,0.64396,1.21565,0.99281,1,0.995,0.97006,0.45262,0.3127,0.81636,0.000229375,0.000229375,0.000229375
12,726.925,1.14033,0.69353,1.42066,0.99265,1,0.995,0.97489,0.45235,0.31635,0.8053,0.000227313,0.000227313,0.000227313
13,789.213,1.0677,0.64536,1.3066,0.9927,1,0.995,0.97588,0.43204,0.29652,0.78099,0.00022525,0.00022525,0.00022525
14,855.096,1.03571,0.68231,1.23723,0.9927,1,0.995,0.97588,0.43204,0.29652,0.78099,0.000223187,0.000223187,0.000223187
15,921.546,1.07221,0.69031,1.27468,0.99271,1,0.995,0.97588,0.40418,0.28355,0.76176,0.000221125,0.000221125,0.000221125
16,973.936,1.17979,0.72642,1.34836,0.99273,1,0.995,0.98651,0.40204,0.28542,0.75842,0.000219062,0.000219062,0.000219062
17,1044.84,1.04311,0.70405,1.2838,1,1,0.995,0.9873,0.39179,0.28686,0.74327,0.000217,0.000217,0.000217
18,1107.75,0.99969,0.63061,1.29729,1,1,0.995,0.9873,0.39485,0.29401,0.73661,0.000214938,0.000214938,0.000214938
19,1183.36,0.96834,0.64439,1.43087,0.99242,1,0.995,0.98651,0.41799,0.29934,0.74495,0.000212875,0.000212875,0.000212875
20,1231.76,1.02505,0.69231,1.3056,0.99244,1,0.995,0.98501,0.45747,0.31737,0.76401,0.000210813,0.000210813,0.000210813
21,1280.06,1.04263,0.66747,1.27362,0.99254,1,0.995,0.92823,0.48804,0.3291,0.78754,0.00020875,0.00020875,0.00020875
22,1323.49,1.0415,0.67447,1.39228,0.99254,1,0.995,0.92823,0.48804,0.3291,0.78754,0.000206688,0.000206688,0.000206688
23,1375.1,1.00816,0.62337,1.31861,0.99259,1,0.995,0.90061,0.52273,0.34173,0.80414,0.000204625,0.000204625,0.000204625
24,1423.26,0.94633,0.60022,1.23042,0.99283,1,0.995,0.91635,0.52141,0.34211,0.80749,0.000202562,0.000202562,0.000202562
25,1460.51,0.94512,0.60279,1.22036,0.99283,1,0.995,0.933,0.50281,0.32322,0.83114,0.0002005,0.0002005,0.0002005
26,1501.2,0.96985,0.63172,1.24145,0.99268,1,0.995,0.93222,0.4321,0.31696,0.82004,0.000198437,0.000198437,0.000198437
27,1544.78,1.02984,0.59646,1.24362,0.9928,1,0.995,0.96401,0.39612,0.32025,0.82368,0.000196375,0.000196375,0.000196375
28,1588.76,0.97819,0.60177,1.3499,0.99295,1,0.995,0.98394,0.35836,0.31227,0.81371,0.000194313,0.000194313,0.000194313
29,1631.9,1.02426,0.61739,1.26934,0.99289,1,0.995,0.98359,0.3357,0.29179,0.79992,0.00019225,0.00019225,0.00019225
30,1680.15,1.02799,0.5968,1.30721,0.99289,1,0.995,0.98359,0.3357,0.29179,0.79992,0.000190187,0.000190187,0.000190187
31,1717.97,1.06088,0.6549,1.31772,0.99296,1,0.995,0.98345,0.32142,0.28771,0.78465,0.000188125,0.000188125,0.000188125
32,1748.62,0.89594,0.56142,1.18897,0.99302,1,0.995,0.98394,0.32668,0.28399,0.77197,0.000186063,0.000186063,0.000186063
33,1781.73,0.96505,0.6249,1.1922,0.99303,1,0.995,0.96224,0.37592,0.29052,0.77319,0.000184,0.000184,0.000184
34,1820.78,0.98087,0.63953,1.30851,0.99302,1,0.995,0.96297,0.44483,0.29676,0.78563,0.000181937,0.000181937,0.000181937
35,1857.43,0.96161,0.61221,1.26965,0.99305,1,0.995,0.95236,0.51773,0.30916,0.80369,0.000179875,0.000179875,0.000179875
36,1893.62,1.00305,0.63413,1.28729,0.993,1,0.995,0.93323,0.55812,0.31763,0.82057,0.000177812,0.000177812,0.000177812
37,1951.72,0.95724,0.62268,1.2603,0.99299,1,0.995,0.92839,0.56699,0.3181,0.82714,0.00017575,0.00017575,0.00017575
38,1991.17,0.96726,0.55159,1.24573,0.99299,1,0.995,0.92839,0.56699,0.3181,0.82714,0.000173687,0.000173687,0.000173687
39,2037.83,0.98694,0.62569,1.30324,0.99296,1,0.995,0.92697,0.58109,0.31457,0.82656,0.000171625,0.000171625,0.000171625
40,2084.24,0.93622,0.59552,1.39348,0.99304,1,0.995,0.90929,0.61123,0.31869,0.83731,0.000169563,0.000169563,0.000169563
41,2135.01,0.99574,0.63876,1.29936,0.99296,1,0.995,0.89868,0.59605,0.31191,0.82262,0.0001675,0.0001675,0.0001675
42,2185.61,0.94717,0.5698,1.22061,0.99306,1,0.995,0.92595,0.56684,0.32365,0.82269,0.000165438,0.000165438,0.000165438
43,2246.41,1.05749,0.6495,1.36582,0.99309,1,0.995,0.93805,0.53105,0.32453,0.81455,0.000163375,0.000163375,0.000163375
44,2283.86,0.95929,0.59809,1.23273,0.99313,1,0.995,0.93805,0.50371,0.30838,0.81271,0.000161312,0.000161312,0.000161312
45,2323.76,0.94207,0.60186,1.17905,0.99303,1,0.995,0.93945,0.49272,0.29874,0.82467,0.00015925,0.00015925,0.00015925
46,2361.41,0.99299,0.61358,1.20429,0.99303,1,0.995,0.93945,0.49272,0.29874,0.82467,0.000157188,0.000157188,0.000157188
47,2412.72,0.92768,0.58031,1.29991,0.99296,1,0.995,0.94086,0.49231,0.29318,0.82371,0.000155125,0.000155125,0.000155125
48,2446.74,0.97013,0.6235,1.30577,0.99307,1,0.995,0.96016,0.49519,0.29452,0.82256,0.000153063,0.000153063,0.000153063
49,2480.98,0.86068,0.59574,1.14767,0.99295,1,0.995,0.96154,0.48842,0.2933,0.81022,0.000151,0.000151,0.000151
50,2532.15,0.90758,0.56851,1.25505,0.99304,1,0.995,0.96298,0.48993,0.29611,0.81457,0.000148938,0.000148938,0.000148938
51,2568.6,1.03519,0.61968,1.28606,0.99309,1,0.995,0.9526,0.4868,0.29416,0.78579,0.000146875,0.000146875,0.000146875
52,2621.7,0.89641,0.55992,1.32762,0.99298,1,0.995,0.96219,0.47357,0.29921,0.78101,0.000144812,0.000144812,0.000144812
53,2670.69,0.91105,0.54487,1.22343,0.99293,1,0.995,0.96219,0.47655,0.29141,0.78969,0.00014275,0.00014275,0.00014275
54,2718.63,0.9989,0.59166,1.4268,0.99293,1,0.995,0.96219,0.47655,0.29141,0.78969,0.000140687,0.000140687,0.000140687
55,2758.09,0.88805,0.54716,1.18602,0.99276,1,0.995,0.96219,0.47226,0.27985,0.79041,0.000138625,0.000138625,0.000138625
56,2796.72,0.97865,0.62788,1.35672,0.99275,1,0.995,0.94226,0.49996,0.29396,0.79686,0.000136563,0.000136563,0.000136563
57,2843.62,0.95919,0.56797,1.26272,0.99276,1,0.995,0.92543,0.56154,0.31351,0.8247,0.0001345,0.0001345,0.0001345
